"","Dim.  1","Dim.  2","Dim.  3","Dim.  4","Dim.  5","Dim.  6","Dim.  7","Dim.  8","Dim.  9","Dim.  10","Dim.  11","Dim.  12","Dim.  13","Dim.  14","Dim.  15","Dim.  16","Dim.  17","Dim.  18","Dim.  19","Dim.  20","Dim.  21","Dim.  22","Dim.  23","Dim.  24","Dim.  25","Dim.  26","Dim.  27"
"cont.Pendulum",0.0502776583035248,0.120137716639383,0.0485981967890154,0.0530102861346028,-0.146160723408017,0.0830103750552369,0.0110300207323558,0.239435324931796,-0.00446069245863329,0.285053337416571,-0.066973183166938,0.0598039532069823,-0.063808450501153,0.143332913432448,0.00820711946487169,0.0367284332467707,0.189252030948029,-8.46863073820751e-05,0.0739139194552067,-0.0100049974933712,0.00191714967514779,0.10863868361129,0.0254384579937778,0.0229873407189399,-0.00156083805531373,-0.011199233749884,0.0381597793348038
"cont.Terrace",0.0998833568433964,0.309208627988739,-0.138164338447915,0.107979351168942,0.0657294841711434,0.0940231397160467,-0.159128415445899,0.0458172646997858,0.388040786573582,-0.28923709079642,-0.160499274430509,0.0926400810490059,0.111949066056877,0.0501357896174251,0.302002562446558,0.465424958181572,0.0561245574007189,0.246102759006319,0.152756297260034,0.0630917943927179,-0.0555932742589946,-0.0114438105359262,-0.0949684748085989,0.10065088647218,-0.0537539330020825,0.0117677255832397,0.0264337911867052
"cont.Undulating",-0.334682645676843,0.0443312976123384,0.208700011210237,-0.0111542682043486,-0.100471785221927,-0.0241505181727366,0.0132908661699756,-0.0835686367004958,-0.121965050843641,0.170694147630393,0.0221566238842732,-0.0815767286419101,-0.177789969313859,0.114549362757028,-0.160478453608492,-0.0143797634023493,-0.14511168648232,0.0650358347635234,-0.0708866698259805,-0.0830638526689032,0.0595070422870797,-0.0695823687864926,0.0138337902483539,-0.0415192871660747,0.0792212805632375,-0.0496851593647433,0.0104449260506974
"density.D1",-0.330095224711768,0.0639356271885928,-0.0517976504622278,0.0767443948343755,-0.146372069359372,-0.00534278530017329,-0.347015820732474,-0.635739270665078,-0.346792059229691,-0.056976456215007,0.183831192477488,0.306040046888334,0.275899567522848,-0.0111814956418935,-0.346283552527034,-0.361060613726926,0.0608956224018775,-0.0227761022734862,0.150023515350385,0.154331205491813,0.0398984941456085,0.177796108487639,0.107620158087044,0.131516375587573,-0.184774759710609,0.0336841525258715,-0.0543123166424653
"density.D2",0.32087124817053,0.26982214436006,0.150568732392913,0.176520096504163,-0.118593071485996,-0.0976288452304755,-0.0831733378693201,-0.321266293015175,-0.133800638683154,-0.104103299306653,-0.291871473073143,0.128566318927601,0.187907790687618,0.116841861633922,0.0748194465260137,-0.0105846051512135,-0.0553616211197943,-0.0108114133495987,-0.0326517935406835,0.0989905145174392,-0.0898966144080313,0.00293262708852469,-0.00802798921908921,-0.0482880047548702,0.0365252231929891,-0.0226314160705868,0.00603503951927835
"density.D3",0.0471312588266332,0.0648639365662378,0.047352278538186,0.00655178763989071,-0.0639348279494778,-0.0390488251242032,0.134657249853187,-0.0921127788976014,0.0728151007669009,0.13043477420905,0.169946688845243,-0.183652459469219,0.0372685136654146,-0.036896920285463,-0.0209648099409794,0.0987234279907513,0.124771673364622,-0.165119793056134,0.101013923392755,-0.0669038242267152,0.0215861867145703,-0.0478938027075087,-0.0504473114533449,-0.0111684883290861,0.0459583694776436,0.0167662407202105,0.00957257893655344
"density.D4",-0.176456188284348,-0.119633492180257,-0.0261450953454471,-0.0154813254524551,0.0761584982383561,0.0712552040702427,0.104450931991096,0.306796008826119,0.114057623935779,-0.0584349532615124,0.0701317010156994,-0.0491088556480251,-0.114229256190755,-0.0809315930112599,-0.0595571957642445,0.0711820060866942,-0.141150796003599,0.0539334027110611,-0.0721733034535714,0.0505164563376826,0.0160092166157074,0.0217891359402456,0.122238058294339,-0.00403500497054656,0.0281292200141745,-0.00542565832867146,-0.0372121212968628
"density.D5",-0.139320963789197,-0.240910294034013,-0.0998044802315219,-0.185854677357768,0.119385022400372,0.025774931724727,-0.0257365031958656,0.222598339712937,-0.0293194067940131,0.00487077685535034,-0.0189753082162778,0.1308142178227,-0.135029187896009,0.0210076309477326,0.0251100187023094,-0.145819315272529,-0.0556522203439919,0.105890898095053,-0.0262105086394657,-0.208085474870122,-0.00160701318236323,-0.0278409060225115,-0.235244756758997,0.0415827804416591,-0.0936184603791694,0.0232779418701994,0.0315731889535602
"density.D6",0.0711448150025589,-0.344675882981198,-0.603345261685677,-0.0916679496919563,0.457737672358877,0.433714565224423,-0.463978756525957,0.36741458951617,0.129728678785986,-0.098508047390326,-0.607842429433359,-0.308219885147423,-0.563340699489414,0.256130240466828,0.250937556016451,-0.369526573250755,0.587031164008925,0.0584038864626987,-0.0244733060114906,0.211284372825108,0.183563805227479,-0.16744468149017,0.162509245881381,-0.258372128246113,0.0932578263430395,0.0100570948706339,0.0447617986045531
"dyn.BothS&L",-0.212460533579039,0.215431901154544,-0.827904187304731,0.224968713590418,-0.0406790033192401,0.520309672300283,-0.259874614578536,-0.0477684276961068,0.373325745309617,0.0702641694541665,0.182433312905645,0.301505084514986,-0.0615225884380192,-0.0830056745077089,-0.111970810101753,0.0470440303428949,0.132878322072319,0.00827321731874399,-0.0902141310414684,0.0651401436850454,-0.0852814765852127,-0.00129816957225497,-0.0768525231124215,-0.0603701426306109,0.0488247846239289,-0.0156867999028547,-0.0304732949190142
"dyn.Gra_Cresc",0.248822203868904,-0.284779251546118,-0.916292638146858,-0.9737329866064,0.265505806403815,-0.521352489978093,0.235754819927356,-0.0365833106452915,-0.0636544493200807,-0.39733473542827,0.295922445360348,0.0300263199569284,-0.228405788119679,0.11363070640667,-0.125817211643021,-0.00648064501120748,-0.150864895808648,-0.101234023733398,-0.0323151047915798,0.0934197086846858,-0.00536372313738009,0.0558818990524436,0.00861086049793086,-0.0142051778188448,-0.0387666128593491,0.0166523808690001,0.0217553348278835
"dyn.Gra_Decr",0.470926553338678,-0.906134168408606,0.143050477942379,0.685707156479809,0.155599970111372,0.901301340271786,1.44423771013523,-0.141600781728101,0.275714420851853,-0.179575194850697,-0.500188347111798,-0.280979856192238,0.157249601484255,0.0131723178121016,-0.346733877335666,-0.217188656999189,-0.281740076245127,-0.0446299230586951,-0.0229751738380225,0.120532579472255,-0.136353604474613,-0.0720673620200073,0.0885058229451602,0.0192246857243486,-0.0715417113879786,-0.0110306645409112,-0.00563264875937903
"dyn.Loud",-0.519195466758621,-0.362551817818634,0.148046900363936,-0.0206306606212277,0.106284585129699,-0.168512521255627,-0.112307929354213,0.332054781104932,-0.110786457431105,0.309344311421494,-0.152457835859869,-0.0673034040382067,0.0302137074850934,0.0482528265072342,0.108394053109519,-0.0513833933342099,-0.196677103483538,-0.0272561780249333,0.229219818997205,0.0616510797016444,-0.0201965654283488,0.0707618527744052,0.00572535946254306,-0.0358064005357296,-0.0214478776394725,0.00557153349308379,-0.0124394979570484
"dyn.Mezzo",0.0907556374211181,0.162534520473339,0.474177998284262,0.130970381665647,-0.0629167541808311,-0.077164858708939,-0.076657687275309,-0.0834915918964403,-0.0989497666924348,-0.147634379922027,-0.0640861933085365,-0.0586807609380259,-0.0316516129290941,0.0220353928477678,-0.0291556695759143,0.0589254310465581,0.139331984258727,0.000286341816647887,-0.0208255452807367,-0.0830771882065831,0.0557914298111364,-0.0821214961151746,-0.00286399205367593,-0.00372982814079747,-0.0268663310305629,0.014549924677222,0.0084475221526761
"dyn.Soft",0.756444867246734,0.540261203721673,0.169955528225575,-0.00676225856428299,-0.296011909878145,-0.00792118493896021,0.0116991275169036,-0.0128666954436436,-0.057523728932171,0.230942827687358,0.114476222081824,-0.00186731554698475,0.438431648924162,-0.352836227358562,0.362055274615371,-0.229370752622484,-0.005164572095338,0.161751090144962,-0.229639194797715,-0.014997875761759,0.0906221386512965,0.250724061829846,0.13243221612383,0.119046407481221,0.168566174367969,0.0205951305277953,0.0259151265738066
"genre.Baroque",-0.279445966130042,0.532253098713448,0.418496178100466,0.155729560636669,0.543092506172487,0.182619430705559,0.286675425208074,0.364409648956693,-0.451115082911528,-0.469030436286083,-0.004136098538246,0.351408315885134,-0.11938532556539,0.0158824920005035,-0.0395791311495323,0.0109610404752833,0.0079151611210148,-0.0410638324274193,-0.0369711105731674,0.0411393961988008,-0.0404811192795956,0.118627166812241,-0.100473424468223,0.0394998085536616,0.105188361606357,-0.0127729173032613,-0.00141747128851629
"genre.Classical",-0.444949616648455,0.599682784193458,-0.0868081229970683,-0.199721794745399,-0.229529889084606,0.239226052825671,-0.148244673558463,-0.279471854665222,-0.0545987723973908,-0.0695952207111818,0.275803301437542,-0.149547354620035,-0.0500719855607076,0.149199494246291,0.0744223204331409,-0.0381932060796118,-0.112452502624304,0.0858904498458531,0.173845251592876,-0.0419468166929223,0.0739104707842362,-0.0164597408059334,0.101634789079727,-0.0409080127395135,-0.0162098571052978,0.0832221511968032,-0.084806219767318
"genre.Contemporary",0.105275440113196,-0.611188778792852,-0.177736037271233,0.319727673389098,0.0399824065421745,0.12878739051307,0.0935832107137595,-0.12725603709426,0.23819398028353,0.1040631164982,-0.16971330322945,0.0428708724259714,0.106780344413994,0.0807356593133257,-0.156411942250351,-0.0590651032276626,0.0916041204526199,-0.0596984488859959,0.0698595277671205,-0.0646881200624811,0.163923694992162,-0.0110536817897451,0.0491176580423917,0.0652526093504632,0.0462259451977957,0.0156178543025163,0.0368463887089377
"genre.Folk/Country",-1.68483949165088,-0.915736728604111,1.10225089087567,0.460608782251965,-2.47470422741349,-2.03474626407547,0.416132023015041,-0.20811549488692,0.885716524488763,-0.276423878579805,-0.482906146444284,0.577164589440719,-2.0988619385155,-1.41083409861103,0.483019996483255,-1.04531418894262,0.353529041554265,0.54135788792507,-0.108575014386925,0.218834480856734,-0.761835975688835,-0.0733401345823763,-0.0632519178286704,-0.206554763379321,0.116159832304779,0.248213527501016,-0.153281230616458
"genre.Impressionist",0.453430966540515,-0.321122020916809,-0.551403032055597,-0.0749849573920145,-0.123817414252811,0.10391509757784,-0.205563560542755,-0.283692453593418,-0.444114985412534,-0.0820099397565466,-0.203368768206783,-0.193872059713658,0.0507887192166701,-0.290312159455565,0.00112663291313476,0.0381967551201641,0.0706530518696164,0.0182268676768411,-0.0566189356894033,0.0457695237743251,-0.127179233241087,-0.0715776767947112,-0.0771801096824312,-0.0766525133441321,0.00604966377272463,0.00263723180317282,0.0697611989041596
"genre.Jazz/Blues",-0.200548781075543,-0.889784481535383,0.383989839826449,0.333931308024663,-0.768194552679717,-0.515783053082836,0.0336375604181394,-0.0369501305251986,0.47205854651645,-0.362644919616958,0.0246024140773882,0.112303560070823,-0.071950942283683,-0.0218299001924102,-0.0256372889077905,0.0981393881767903,0.00878991353117114,-0.162320285136512,-0.0367208294846826,0.0786336949657335,0.181610541070184,0.0732696196628675,-0.0708037849580903,0.058123360752633,0.0207545066500352,-0.0493489766386903,-0.0516349509044099
"genre.Modern",0.309341511051849,-0.550472824249273,0.0472428282444358,0.0417360902486432,0.198195022071675,-0.242092717788173,-0.116896748249971,0.0517106479030666,0.134229016336008,0.417754027706342,-0.0365999222763101,0.0294132846113908,0.0322692724313101,0.126132156253648,0.0887164480371979,0.136615965400619,-0.11755020692404,0.212170382826953,-0.116188782393185,0.00896263029400373,-0.1611620115909,-0.0607386742243898,0.0055619090457411,0.0448740098839634,-0.0782746084639862,-0.0368473941622518,-0.0442302635184389
"genre.Romantic",0.284355768521053,0.64012851064001,0.00525290991357315,-0.373471803766882,-0.0379318155163547,-0.0765392758897452,0.0143115013269801,0.331416906687871,0.15517409359569,0.147722293868541,0.0305589785670333,-0.191378564128881,0.0968744092354502,-0.183895193082312,-0.0328113467430384,-0.123759380532162,0.0749108782496498,-0.223349704311799,-0.0571717420051767,0.0215845562530972,-0.00255260547166702,0.00582374533980394,-0.0293387295207694,-0.063774710869905,-0.0870628819215104,-0.0551351985228683,0.0349261348467496
"harm.Ambiguous",0.586342861683779,-0.446721919597105,-0.143476452668362,0.241876814606607,0.209188799020578,0.243349197916099,-0.518693547743197,-0.154769364344105,-0.287006138722928,-0.30339325457523,-0.443203431616499,-0.173984941258992,-0.424564223537708,-0.296303870562773,0.00631579047258099,0.214275316797677,0.0621172107365883,-0.261805063480001,0.0133934814293217,-0.170272883593076,-0.000365215795624592,0.3291364544222,0.133438789601887,0.00542262710866798,-0.165791147038344,-0.0616969243777195,-0.111097376306466
"harm.Blues",-0.200548781075543,-0.889784481535383,0.383989839826449,0.333931308024663,-0.768194552679717,-0.515783053082836,0.0336375604181394,-0.0369501305251986,0.47205854651645,-0.362644919616958,0.0246024140773882,0.112303560070823,-0.071950942283683,-0.0218299001924102,-0.0256372889077905,0.0981393881767903,0.00878991353117114,-0.162320285136512,-0.0367208294846826,0.0786336949657335,0.181610541070184,0.0732696196628675,-0.0708037849580903,0.058123360752633,0.0207545066500352,-0.0493489766386903,-0.0516349509044099
"harm.Chromatic",0.0312129719668806,-0.0955066169031904,-0.0895725763277615,0.153721109061154,0.339675663859735,0.189961926824311,-0.329639795921107,0.0370675848267181,-0.319397972077044,0.104100609527205,-0.0361641450377651,-0.12968325426761,-0.383680642529158,0.0734260965450969,0.18237025025927,0.0226233980900322,0.0343666395097204,-0.0628969301999068,-0.0316378652842719,0.0410129429805102,0.0171285699997588,-0.0477829653330841,0.00251644591682872,0.104449064179813,0.0682334221457321,-0.0345838621920411,-0.0613766663245228
"harm.Major",-0.332667291695997,0.163527161926764,0.345662897499352,-0.501045831998908,-0.0604206810180743,0.171659645890937,0.00604270785718304,-0.0542816269107238,0.208806969235638,0.0409841003729176,-0.0202752859222666,-0.0458183344897014,0.0447772377472437,-0.000352373155865045,-0.0843591437405439,0.00366612189355721,-0.00613980281489255,-0.0157949814700327,0.0348342305070713,0.0147803903993522,-0.0665730926200663,0.0337815597831528,-0.0463048278048634,-0.00586176691462115,0.00720598947710307,-0.011456883750923,0.0364092520805088
"harm.Minor",0.302860715065577,0.368753699745437,-0.412408243870949,0.795044740440347,-0.00465302798542626,-0.198021071971375,0.185838922026407,0.273541735381481,-0.0984411413189338,-0.0677507243395167,0.211081318373495,-0.107932475913232,0.0766531404562189,-0.0854936926370903,0.0498454791693471,-0.174220091404599,-0.0915335453784872,0.0558763629894894,0.0307502833352743,-0.0377684453678048,0.0754333442343239,-0.0865233332770732,-0.0819666575550003,0.023125129622719,-0.0234446218337013,0.0130154439347444,0.02437875410067
"harm.Modal",0.299723054647373,-0.32151483440772,-0.411319187918384,0.0767988035291055,-0.0639234860999908,-0.264344059794293,0.352447985874525,-0.119368288146431,-0.268835047866167,0.106714028073239,-0.0545604062458247,0.493056788740661,0.210496173652255,0.133848711837922,-0.0775293119233238,0.0543617014538234,0.0210762736670661,0.00426098811889007,0.173167200593629,-0.158584732532207,-0.199548283906298,0.020837934159658,0.156100366054169,-0.0543833901130912,0.0601133485109976,0.00972896759570015,0.00873188502011811
"harm.Quin",-0.236793174655937,-0.702153484880649,-0.200254239232306,0.135522764452272,0.288104744715455,-0.105285000131277,0.0485787989952308,0.0933989256493521,0.0968571350890676,0.193747903211071,-0.107203109748866,-0.252953448209325,0.502746017294626,0.267484936294403,0.115592668042911,0.151512688479878,0.292361343927335,-0.0163102464705251,-0.227301085150533,0.132184199477015,0.045851242122338,0.0717976364477851,-0.125232551434776,-0.149955443593275,0.0303988161445496,0.188989242945199,-0.0924283923005456
"harm.Whole tone",0.593973132077393,-0.148642150827269,-0.0884252893268763,-0.321289670635273,0.131268899081523,-0.306813982560705,-0.255493027152535,-0.151324335675418,-0.120394323463371,-0.238838023482743,0.0564267928371962,0.42612584279646,-0.0120280609632264,0.169324736696272,0.00718380519414096,-0.0536303013165856,0.0322458829992301,0.214909321778747,-0.123665924680796,0.320095778573044,0.426340535195564,-0.0696940834541925,0.118144057611848,-0.216500585372911,-0.181331629164312,-0.136720921571292,0.0800180587536697
"melody.No",0.24903873507695,-0.676433180632813,0.0211239987175402,-0.0581767232469447,-0.294852629860261,0.562016169966168,-0.615760249099095,0.168547720046183,0.0638118007977471,-0.541026025128687,0.115799482098532,-0.238336847006329,0.0757073257601091,-0.274298682151826,0.0998469459833272,-0.318103708023622,-0.191701228057869,0.160505871425815,0.333299079685442,0.108440913926502,-0.151125022215137,-0.194402147879466,0.0788668581860698,0.0996981402456191,0.129625464337707,-0.010368275987148,0.0706996917844966
"melody.Yes",0.0106276580921532,0.0125046119252366,-0.0050216964972866,-0.0224131466732429,0.0260612966415425,-0.0189427244699019,0.0362965130302787,-0.0049785372133063,0.000105398234840128,-0.00929040979034201,0.0160593782327007,0.0027549626902679,-0.0195017201420841,0.0188806094873032,-0.0179482149019002,0.0130847243421901,0.0342855649174897,-0.00184588612918951,-0.0344225639777533,-0.00039337017408878,-0.00801227667800363,-0.0170286819202721,0.0249012686842895,0.00514381500766184,0.00973331918022455,-0.00419378571871218,0.00789335086466623
"meter.Dup",-0.209627566089466,-0.162703421497396,0.047758514945719,-0.212815235396689,-0.269279786725782,0.130207276552047,0.326041762930155,-0.0490378842099509,-0.349187913719821,0.159142519548148,0.0769202514035049,-0.058536957047332,-0.0370115089316061,-0.0998135112575888,-0.00640831151328012,0.0857332429403203,0.164463919153899,0.0679076116520153,0.0480362864486594,0.153600225429724,-0.0333376565770587,-0.0345202426627689,-0.0165473574068287,0.0518867785795673,-0.0164454100233152,-0.00149400152695448,-0.0262457849153206
"meter.Quad",-0.172535234478412,-0.499332596433561,0.169087180206313,0.0790703379615381,0.314645442845205,0.07641408907804,-0.167630655949409,-0.124093138220242,0.0951345709280505,-0.0397238571764731,0.103385960839299,0.0737503900839204,0.0390258143897068,0.00603909160516575,0.156851863509198,-0.107916258954667,-0.0358499910181228,-0.0410973959935957,-0.0404529579227582,-0.0728930956073384,0.018580015260863,0.031828189957987,0.0197176577241686,-0.0344274171961569,0.0179584046334477,0.0115757805458898,0.0256748552912317
"meter.Trip",0.359114001068668,0.762277763218125,-0.210279932835948,0.13781229063505,-0.137243220589798,-0.221741791227055,-0.169971862846999,0.202323220317337,0.181283289675479,-0.0687698728052149,-0.200250200266221,-0.0793804389203161,0.0280216988377766,0.0342863373868575,-0.133152695449095,0.0277940275469406,-0.0749686862392838,-0.0246179572717869,0.0484053478681039,-0.0379655934981832,-0.0435241370412945,0.0178841830721583,0.0347285275643474,-0.0135286746427745,0.0111389841478968,0.0075594748300626,-0.0257883633375454
"motion.Con&Dis",0.0405398768927252,0.0973041829399241,-0.0370720510901257,-0.0365819160869211,-0.0433256995232776,0.0198353507263756,0.00414977811584651,-0.0353653191395939,-0.0398061384453038,0.0661705053400227,-0.0802365392756571,0.00692886581659057,0.0697480016587743,-0.0321805242825257,0.0218845253414377,-0.00236532527257218,-0.111038438550602,0.0409113204539273,0.031030579493635,0.036648777921461,0.0886685489476077,-0.02507197522141,-0.049820447193564,-0.0415592470619547,0.0324968378763911,-0.0522079512569446,-0.0401900197592846
"motion.Conjunct",-0.224820913205478,0.0138848143313453,0.120907765734698,-0.0984663306519924,0.0595281337771675,-0.00355451894652936,-0.0329515215775529,0.0639959375964299,0.0811471657411453,-0.154056580496941,-0.0350095493386003,0.0552303154747103,0.0785829235534902,0.0315172417556257,0.0144021266407795,-0.0475054459047196,0.065891408181598,-0.0315520441714387,0.0350068336083122,-0.0143210814856148,-0.064124654303725,-0.0288295189834578,0.0299778868139488,0.0253349588121734,-0.036269257143373,0.0443377775287202,0.000636143193978153
"motion.Disjunct",0.432400393329895,-0.204794951475415,-0.196663155857031,0.263401489520578,-0.110783572528636,-0.0265123878974195,0.00500751854967692,-0.0396800893050648,-0.0805733590374112,0.239218380526131,0.157590045468108,-0.134296168522828,-0.197171662202275,-0.029965585809466,-0.115567360700935,0.0676278301728559,0.0415132021763594,-0.0128209605554288,-0.0396497461626982,-0.00140144955517107,-0.0327581678465669,0.098570055795622,-0.01840437841956,0.0248901107047917,0.0191516971406316,0.0500213380597458,0.00842748864467776
"range.R.Mod",0.00819927328241081,0.101483260452401,0.0710233807216631,-0.000292368980318579,0.0776123409114914,-0.0575772905738247,0.0904882595438081,0.0753824594986529,0.0619111170515665,-0.00661119728187798,0.116638318328034,0.0564016288169748,0.000623234655462885,0.00600810100418749,0.0488477991086274,0.021504253413436,0.0706036305895388,0.0235815167125517,0.0183889515973273,-0.0160282015898703,0.016760165702703,0.0186776755526203,0.0266236241145989,-0.0477262785164525,0.0181978789983842,0.00978975562181607,-0.0176637265737357
"range.R.Nar",0.0931147194320186,-0.327140826514491,0.347085966966668,0.259425640288313,-0.234480906680109,0.0688704136714978,-0.330691605933314,0.226802781601573,-0.246789254603933,-0.0540518708286684,0.213101204368166,-0.0198258994534905,0.181182501650735,0.0678351536975099,-0.0717570743012326,-0.00425790903309727,-0.0286186742206575,-0.151646738242418,0.00813182608476652,0.0613409804960123,-0.055318685312175,-0.0786335732781487,-0.0250507553615762,-0.0208419666342751,-0.041530198432731,-0.0503555567315151,-0.023213899882598
"range.R.Vwi",-0.378561428342861,-0.0273632622844732,-0.453251814197181,-0.381727492769456,-0.265373527964084,0.246350235960967,-0.0179140146532739,0.167733511727197,0.0354636862637483,-0.0593715291327971,-0.290051433510737,0.229167711412138,0.290733281652203,-0.333049880258344,-0.0504802350905276,-0.0654283191012858,0.0945204404356503,-0.00618876228930241,-0.131342732867441,-0.0724679654923901,0.0465179593426275,-0.164688932879279,0.121998024136937,0.110614045188673,-0.074342776812632,-0.119169213088191,-0.0664051810091602
"range.R.Wid",0.0386440554909126,0.0206836894244934,-0.159353949464494,0.0026893916361487,0.0437801231832186,0.0200850529681452,0.00990263499493689,-0.227523232779069,0.0248338612275156,0.0157720478218414,-0.240671189873772,-0.115722633887618,-0.130985917832251,-0.0025163635155005,-0.0542958248065311,-0.0674828926305999,-0.10137775503509,0.00182886728782058,0.0467555364799315,-0.0546610322338552,0.0095471110622118,0.0646716325649157,-0.0497397899898618,0.0282948513155478,-0.00890329033801495,0.0275745013346663,0.0427795685729222
